date,commits,filePath
Thu Mar 17 19:02:35 2022 +0300,       1,docs/assets/js/chat.js
Thu Mar 17 19:02:35 2022 +0300,       1,docs/assets/js/sidecar-1.5.0.js
Sun Apr 3 13:49:19 2022 +0300,       2,docs/book.json
Wed Apr 21 01:04:44 2021 +0300,       2,docs/contributing/README.md
Fri Dec 24 17:06:44 2021 +0300,       1,docs/contributing/_config.yml
Sun Jul 4 17:52:31 2021 +0300,       5,docs/contributing/info.md
Fri Apr 1 14:30:08 2022 +0300,       2,docs/contributors.json
Tue Apr 12 14:38:37 2022 +0300,       2,docs/hooks.py
Wed Apr 21 01:04:44 2021 +0300,       2,docs/links/README.md
Fri Dec 24 17:06:44 2021 +0300,       1,docs/links/_config.yml
Sun Apr 3 13:20:23 2022 +0300,       7,docs/links/info.md
Thu Jan 6 18:38:10 2022 +0300,       1,docs/mkdocs_macros/__init__.py
Sun Jan 9 13:33:03 2022 +0300,       1,docs/mkdocs_macros/__pycache__/__init__.cpython-39.pyc
Sun Jan 9 13:33:03 2022 +0300,       1,docs/mkdocs_macros/__pycache__/feature_stability_table.cpython-39.pyc
Thu Jan 6 18:38:10 2022 +0300,       1,docs/mkdocs_macros/feature_stability_table.py
Thu Mar 17 19:02:35 2022 +0300,       2,docs/overrides/.icons/checkbox-marked.svg
Thu Mar 17 19:02:35 2022 +0300,       2,docs/overrides/.icons/devices.svg
Thu Mar 17 19:02:35 2022 +0300,       2,docs/overrides/.icons/fdroid.svg
Thu Mar 17 19:02:35 2022 +0300,       2,docs/overrides/.icons/green-check.svg
Thu Mar 17 19:02:35 2022 +0300,       2,docs/overrides/.icons/green-cross.svg
Fri Mar 18 17:11:25 2022 +0300,       3,docs/overrides/.icons/kofi.svg
Thu Mar 17 19:02:35 2022 +0300,       2,docs/overrides/.icons/radiobox-marked.svg
Thu Mar 17 19:02:35 2022 +0300,       2,docs/overrides/.icons/red-check.svg
Thu Mar 17 19:02:35 2022 +0300,       2,docs/overrides/.icons/red-cross.svg
Thu Mar 17 19:02:35 2022 +0300,       2,docs/overrides/.icons/select-all.svg
Thu Mar 17 19:02:35 2022 +0300,       1,docs/overrides/404.html
